name,country,state,latitude,longitude,population
Hoji ya Henda,Angola,Luanda,-8.80523,13.2897,642050
Huambo,Angola,Huambo,-12.77611,15.73917,595304
Humbe,Angola,Cunene,-16.6864,14.90317,35985
Ingombota,Angola,Luanda,-8.81806,13.22889,144911
Kikolo,Angola,Luanda,-8.7815,13.33384,728205
Kilamba,Angola,Luanda,-8.84861,13.275,237528
Kima Kieza,Angola,Luanda,-8.83411,13.29517,428855
Kunda dya Baze,Angola,Malanje,-8.90769,17.05339,15965
Lobito,Angola,Benguela,-12.3644,13.53601,393079
Londuimbali,Angola,Huambo,-12.23712,15.31697,17000
Longonjo,Angola,Huambo,-12.90795,15.24845,92103
Luanda,Angola,Luanda,-8.83682,13.23432,2776168
Luau,Angola,Moxico,-10.70727,22.22466,55432
Lubalo,Angola,Luanda Norte,-9.15445,19.28136,26103
Lubango,Angola,Huíla,-14.91717,13.4925,600751
Lucala,Angola,Cuanza Norte,-9.27268,15.25206,19422
Lucapa,Angola,Luanda Norte,-8.41915,20.74466,110000
Luena,Angola,Moxico,-11.78333,19.91667,273675
Lumbala,Angola,Moxico,-14.10165,21.43531,19000
Luquembo,Angola,Malanje,-10.73912,17.71766,69420
Mabubas,Angola,Bengo,-8.52432,13.68622,16981
Maianga,Angola,Luanda,-8.84693,13.23698,727681
Malanje,Angola,Malanje,-9.54015,16.34096,455000
Maquela do Zombo,Angola,Uíge,-6.05716,15.10971,42000
Matala,Angola,Huíla,-14.73272,15.03479,78000
Mbanza Kongo,Angola,Zaire,-6.26667,14.23833,148000
Menongue,Angola,Cubango,-14.6585,17.69099,251178
Mossamedes,Angola,Namibe,-15.19611,12.15222,255000
Mulenvos,Angola,Luanda,-8.86695,13.3344,882014
Mungo,Angola,Huambo,-11.83268,16.23613,21662
Mussende,Angola,Kwanza Sul,-10.5143,16.0199,33558
Muxaluando,Angola,Bengo,-8.12307,14.28838,21052
N'dalatando,Angola,Cuanza Norte,-9.29782,14.91162,161584
N'zeto,Angola,Zaire,-7.228,12.86956,28840
Navegantes,Angola,Benguela,-12.58997,13.39123,240075
Negage,Angola,Uíge,-7.75938,15.2722,92950
Nharêa,Angola,Bíe,-11.47512,16.96496,18000
Nova Vida,Angola,Luanda,-8.90552,13.22213,464985
Nzagi,Angola,Cuanza Norte,-8.38549,15.30126,60000
Ondjiva,Angola,Cunene,-17.06667,15.73333,121537
Pango Aluquém,Angola,Bengo,-8.71311,14.46292,16080
Panguíla,Angola,Bengo,-8.69335,13.44914,158068
Piri,Angola,Bengo,-8.53412,14.43555,26265
Porto Amboim,Angola,Kwanza Sul,-10.73251,13.76844,91605
Quibala,Angola,Kwanza Sul,-10.73366,14.97995,27128
Quipungo,Angola,Huíla,-14.81909,14.53504,23014
Quissecula,Angola,Kwanza Sul,-11.39223,15.09201,90000
Ramiros,Angola,Luanda,-9.06259,13.0456,323576
Rangel,Angola,Luanda,-8.82644,13.26285,190569
Samba,Angola,Luanda,-8.88001,13.19617,364986
Sambizanga,Angola,Luanda,-8.78883,13.27506,177808
Santa Clara,Angola,Kwanza Sul,-10.19156,15.43408,29000
Sanza Pombo,Angola,Uíge,-7.31473,16.0024,23000
Saurimo,Angola,Lunda Sul,-9.66078,20.39155,393000
Songo,Angola,Uíge,-7.35207,14.84629,31382
Soyo,Angola,Zaire,-6.1349,12.36894,221555
Sumbe,Angola,Kwanza Sul,-11.20605,13.84371,205832
Talatona,Angola,Luanda,-8.91783,13.18562,500000
Tombôco,Angola,Zaire,-6.80517,13.33017,20358
Tômbua,Angola,Namibe,-15.80394,11.84485,46573
Ucu Seles,Angola,Kwanza Sul,-11.41237,14.30663,47421
Ucuma,Angola,Huambo,-12.96121,15.05958,21809
Uíge,Angola,Uíge,-7.60874,15.06131,322531
Viana,Angola,Luanda,-8.90553,13.37499,865863
Vila Flor,Angola,Luanda,-8.98007,13.30781,256066
Virei,Angola,Namibe,-15.727,12.94961,42607
Xangongo,Angola,Cunene,-16.7444,14.97494,35000
Zango,Angola,Luanda,-9.01212,13.38437,198538
Úcua,Angola,Bengo,-8.65157,14.15653,41654
The Valley,Anguilla,The Valley,18.21704,-63.05783,2035
Saint John’s,Antigua and Barbuda,Saint John Parish,17.12096,-61.84329,51737
Adrogué,Argentina,Buenos Aires,-34.80041,-58.38384,28265
Aguilares,Argentina,Tucuman,-27.4315,-65.61465,32494
Aimogasta,Argentina,La Rioja,-28.56003,-66.80737,16625
Albardón,Argentina,San Juan,-31.43722,-68.52556,20413
Alderetes,Argentina,Tucuman,-26.81787,-65.14202,38466
Allen,Argentina,Rio Negro,-38.97736,-67.82714,27707
Alta Gracia,Argentina,Cordoba,-31.64978,-64.42972,40384
Apóstoles,Argentina,Misiones,-27.91421,-55.75355,30278
Arrecifes,Argentina,Buenos Aires,-34.06306,-60.10261,30397
Arroyito,Argentina,Cordoba,-31.41917,-63.05084,19577
Arroyo Seco,Argentina,Santa Fe,-33.15365,-60.51168,20620
Avellaneda,Argentina,Santa Fe,-29.11761,-59.65834,23341
Avellaneda,Argentina,Buenos Aires,-34.66018,-58.36744,367554
Ayacucho,Argentina,Buenos Aires,-37.15276,-58.48838,18916
Azul,Argentina,Buenos Aires,-36.77803,-59.85848,64884
Añatuya,Argentina,Santiago del Estero,-28.4602,-62.83354,20261
Bahía Blanca,Argentina,Buenos Aires,-38.7176,-62.26545,299101
Balcarce,Argentina,Buenos Aires,-37.84638,-58.25549,44409
Balvanera,Argentina,Buenos Aires F.D.,-34.61032,-58.39766,152198
Banfield,Argentina,Buenos Aires,-34.74563,-58.39365,61072
Baradero,Argentina,Buenos Aires,-33.81199,-59.50467,35389
Barracas,Argentina,Buenos Aires F.D.,-34.64966,-58.38341,77474
Barranqueras,Argentina,Chaco,-27.48132,-58.93925,50823
Belgrano,Argentina,Buenos Aires F.D.,-34.5627,-58.45829,138942
Bell Ville,Argentina,Cordoba,-32.63021,-62.68883,35105
Bella Vista,Argentina,Buenos Aires,-34.5651,-58.69034,79737
Bella Vista,Argentina,Tucuman,-27.03424,-65.30196,15126
Belén,Argentina,Catamarca,-27.64953,-67.02632,15172
Benito Juárez,Argentina,Buenos Aires,-37.67188,-59.80653,15777
Berazategui,Argentina,Buenos Aires,-34.76531,-58.21278,180523
Berisso,Argentina,Buenos Aires,-34.8715,-57.88328,88470
Boedo,Argentina,Buenos Aires F.D.,-34.63333,-58.41667,48231
Bragado,Argentina,Buenos Aires,-35.11557,-60.48965,38794
Buenos Aires,Argentina,Buenos Aires F.D.,-34.61315,-58.37723,2891082
Burzaco,Argentina,Buenos Aires,-34.82584,-58.39502,98859
Cafayate,Argentina,Salta,-26.07286,-65.97766,16836
Caleta Olivia,Argentina,Santa Cruz,-46.44785,-67.52274,56310
Campana,Argentina,Buenos Aires,-34.16327,-58.95919,86860
Capitán Bermúdez,Argentina,Santa Fe,-32.82262,-60.71852,27060
Carcarañá,Argentina,Santa Fe,-32.85704,-61.15114,15619
Carlos Casares,Argentina,Buenos Aires,-35.62247,-61.3655,19397
Carmen de Areco,Argentina,Buenos Aires,-34.3766,-59.82272,15900
Carmen de Patagones,Argentina,Buenos Aires,-40.80255,-62.98349,25982
Casilda,Argentina,Santa Fe,-33.04459,-61.16423,32002
Castelar,Argentina,Buenos Aires,-34.65142,-58.64074,107786
Catamarca,Argentina,Catamarca,-28.46957,-65.78524,159139
Catriel,Argentina,Rio Negro,-37.87552,-67.79451,15169
Caucete,Argentina,San Juan,-31.6515,-68.28216,32454
Cañada de Gómez,Argentina,Santa Fe,-32.82033,-61.39513,36000
Cañuelas,Argentina,Buenos Aires,-35.05379,-58.76205,41801
Centenario,Argentina,Neuquen,-38.82955,-68.1318,48101
Chacabuco,Argentina,Buenos Aires,-34.64203,-60.47124,46440
Chajarí,Argentina,Entre Rios,-30.75482,-57.98196,30655
Charata,Argentina,Chaco,-27.21787,-61.18738,27813
Chascomús,Argentina,Buenos Aires,-35.57681,-58.01215,39947
Chilecito,Argentina,La Rioja,-29.16163,-67.49934,42248
Chimbas,Argentina,San Juan,-31.49313,-68.53263,73829
Chivilcoy,Argentina,Buenos Aires,-34.8969,-60.01909,65575
Cinco Saltos,Argentina,Rio Negro,-38.82225,-68.06293,26399
Cipolletti,Argentina,Rio Negro,-38.93392,-67.99032,95524
Ciudad de Las Heras,Argentina,Mendoza,-32.85094,-68.83602,189067
Colegiales,Argentina,Buenos Aires F.D.,-34.57365,-58.44924,57000
Colonia Caroya,Argentina,Cordoba,-31.02202,-64.06172,24197
Colonia Wanda,Argentina,Misiones,-25.97337,-54.56304,15529
Colón,Argentina,Entre Rios,-32.22312,-58.14426,58219
Colón,Argentina,Buenos Aires,-33.89713,-61.09942,26067
Comodoro Rivadavia,Argentina,Chubut,-45.86256,-67.494,140850
Concepción del Uruguay,Argentina,Entre Rios,-32.48463,-58.23217,67895
Concordia,Argentina,Entre Rios,-31.39195,-58.01706,145210
Coronda,Argentina,Santa Fe,-31.97365,-60.91935,16975
Coronel Brandsen,Argentina,Buenos Aires,-35.16799,-58.23742,24487
Coronel Pringles,Argentina,Buenos Aires,-37.98567,-61.3504,21555
Coronel Suárez,Argentina,Buenos Aires,-37.45859,-61.93294,32525
Corrientes,Argentina,Corrientes,-27.46784,-58.8344,346334
Cosquín,Argentina,Cordoba,-31.24525,-64.46574,19070
Crespo,Argentina,Entre Rios,-32.03077,-60.30619,18296
Cruz del Eje,Argentina,Cordoba,-30.72644,-64.80387,28166
Curuzú Cuatiá,Argentina,Corrientes,-29.79145,-58.0499,36390
Cutral-Có,Argentina,Neuquen,-38.93424,-69.23052,47380
Córdoba,Argentina,Cordoba,-31.40648,-64.18853,2106734
Deán Funes,Argentina,Cordoba,-30.42498,-64.35274,20164
Diamante,Argentina,Entre Rios,-32.0671,-60.64267,19545
Dolores,Argentina,Buenos Aires,-36.31539,-57.67546,30372
Don Torcuato,Argentina,Buenos Aires,-34.49459,-58.62729,71356
El Bolsón,Argentina,Rio Negro,-41.96051,-71.53336,21287
El Calafate,Argentina,Santa Cruz,-50.34075,-72.27682,22844
El Palomar,Argentina,Buenos Aires,-34.61771,-58.60153,59031
El Soberbio,Argentina,Misiones,-27.29662,-54.19811,19571
Eldorado,Argentina,Misiones,-26.40453,-54.61847,54189
Embalse,Argentina,Cordoba,-32.20681,-64.40064,15900
Embarcación,Argentina,Salta,-23.21003,-64.09965,23961
Ensenada,Argentina,Buenos Aires,-34.86074,-57.91238,63978
Esperanza,Argentina,Santa Fe,-31.44957,-60.93153,35885
Esquel,Argentina,Chubut,-42.91147,-71.31947,28486
Esquina,Argentina,Corrientes,-30.01476,-59.5289,26399
Ezeiza,Argentina,Buenos Aires,-34.8544,-58.52474,115021
Famaillá,Argentina,Tucuman,-27.05452,-65.40189,30951
Federal,Argentina,Entre Rios,-30.95619,-58.7797,16333
Firmat,Argentina,Santa Fe,-33.45937,-61.4832,18294
Fontana,Argentina,Chaco,-27.42039,-59.03731,26745
Formosa,Argentina,Formosa,-26.18489,-58.17313,222226
Garupá,Argentina,Misiones,-27.48315,-55.82924,28814
General Acha,Argentina,La Pampa,-37.37821,-64.60422,15101
General Alvear,Argentina,Mendoza,-34.97747,-67.69618,35626
General Belgrano,Argentina,Buenos Aires,-35.76842,-58.49444,19056
General Güemes,Argentina,Salta,-24.67445,-65.0466,38048
General José de San Martín,Argentina,Chaco,-26.53643,-59.34138,31758
General Juan Madariaga,Argentina,Buenos Aires,-37.00196,-57.13584,21461
General Mosconi,Argentina,Salta,-22.59617,-63.811,19811
General Pacheco,Argentina,Buenos Aires,-34.45256,-58.64312,43287
General Pico,Argentina,La Pampa,-35.6593,-63.75787,66805
General Pinedo,Argentina,Chaco,-27.32534,-61.28101,15741
General Roca,Argentina,Rio Negro,-39.03333,-67.58333,73212
General Villegas,Argentina,Buenos Aires,-35.03264,-63.01484,22474
Gobernador Gálvez,Argentina,Santa Fe,-33.03016,-60.64045,74650
Gobernador Virasora,Argentina,Corrientes,-28.05,-56.03333,28756
Goya,Argentina,Corrientes,-29.13995,-59.26343,70245
Granadero Baigorria,Argentina,Santa Fe,-32.85683,-60.71754,32427
Gualeguay,Argentina,Entre Rios,-33.14091,-59.31257,33120
Gualeguaychú,Argentina,Entre Rios,-33.00777,-58.51836,78676
Gálvez,Argentina,Santa Fe,-32.02957,-61.22097,18374
Haedo,Argentina,Buenos Aires,-34.64239,-58.59212,37745
Hurlingham,Argentina,Buenos Aires,-34.5904,-58.62904,60000
Ingeniero Pablo Nogués,Argentina,Buenos Aires,-34.47775,-58.70652,38470
Isidro Casanova,Argentina,Buenos Aires,-34.7,-58.58745,131981
Ituzaingó,Argentina,Corrientes,-27.58504,-56.68707,168419
Jardín América,Argentina,Misiones,-27.04346,-55.22698,24905
Jesús María,Argentina,Cordoba,-30.98153,-64.09424,36343
Joaquín V. González,Argentina,Salta,-25.11364,-64.12628,19185
José C. Paz,Argentina,Buenos Aires,-34.51541,-58.76813,230208
Juan José Castelli,Argentina,Chaco,-25.9466,-60.62008,36588
Junín,Argentina,Buenos Aires,-34.59391,-60.94644,87509
La Calera,Argentina,Cordoba,-31.34582,-64.33849,24796
La Falda,Argentina,Cordoba,-31.09321,-64.48448,15112
La Paz,Argentina,Entre Rios,-30.74179,-59.64517,24716
La Plata,Argentina,Buenos Aires,-34.92126,-57.95442,195443
La Rioja,Argentina,La Rioja,-29.41328,-66.85637,178872
La Unión,Argentina,Buenos Aires,-34.87558,-58.54192,24293
Laboulaye,Argentina,Cordoba,-34.12688,-63.39083,19908
Laferrere,Argentina,Buenos Aires,-34.75049,-58.58464,248362
Lanús,Argentina,Buenos Aires,-34.70757,-58.39132,212252
Las Breñas,Argentina,Chaco,-27.08819,-61.08217,26955
Las Flores,Argentina,Buenos Aires,-36.01427,-59.09986,25075
Las Heras,Argentina,Santa Cruz,-46.54131,-68.93227,24728
Las Varillas,Argentina,Cordoba,-31.8704,-62.71968,18631
Leandro N. Alem,Argentina,Misiones,-27.60376,-55.32365,27287
Libertador General San Martín,Argentina,Jujuy,-23.81305,-64.79353,49267
Lincoln,Argentina,Buenos Aires,-34.86819,-61.52929,32773
Lobos,Argentina,Buenos Aires,-35.18537,-59.09788,35719
Lomas de Zamora,Argentina,Buenos Aires,-34.7574,-58.40279,111897
Los Polvorines,Argentina,Buenos Aires,-34.50316,-58.70596,53354
Los Toldos,Argentina,Buenos Aires,-34.99997,-61.03874,17752
Luján,Argentina,Buenos Aires,-34.5664,-59.11478,97363
Machagai,Argentina,Chaco,-26.92617,-60.04852,28070
Magdalena,Argentina,Buenos Aires,-35.07997,-57.51368,15338
Malargüe,Argentina,Mendoza,-35.47791,-69.58521,27355
Mar de Ajó,Argentina,Buenos Aires,-36.72881,-56.68265,25520
Mar del Plata,Argentina,Buenos Aires,-38.00042,-57.5562,593337
Mar del Tuyú,Argentina,Buenos Aires,-36.57429,-56.6939,83016
Marcos Juárez,Argentina,Cordoba,-32.6978,-62.10672,24226
Mendoza,Argentina,Mendoza,-32.88946,-68.84582,114893
Mercedes,Argentina,Buenos Aires,-34.65072,-59.43143,63284
Mercedes,Argentina,Corrientes,-29.18416,-58.07519,30649
Merlo,Argentina,Buenos Aires,-34.66536,-58.72744,268961
Miramar,Argentina,Buenos Aires,-38.27161,-57.8389,34380
Monte Caseros,Argentina,Corrientes,-30.2518,-57.63537,24671
Monte Chingolo,Argentina,Buenos Aires,-34.7296,-58.35421,85060
Montecarlo,Argentina,Misiones,-26.56849,-54.7579,22229
Monteros,Argentina,Tucuman,-27.16825,-65.49892,23771
Moreno,Argentina,Buenos Aires,-34.63401,-58.79138,148290
Morteros,Argentina,Cordoba,-30.71066,-62.00714,20558
Morón,Argentina,Buenos Aires,-34.65118,-58.62205,99066
Muñiz,Argentina,Buenos Aires,-34.55622,-58.70739,26844
Navarro,Argentina,Buenos Aires,-35.00587,-59.27828,16649
Necochea,Argentina,Buenos Aires,-38.5545,-58.73961,73557
Neuquén,Argentina,Neuquen,-38.95078,-68.0592,231198
Nogoyá,Argentina,Entre Rios,-32.39375,-59.78955,43195
Nueve de Julio,Argentina,Buenos Aires,-35.44394,-60.88463,42098
Oberá,Argentina,Misiones,-27.48683,-55.11994,56528
Olavarría,Argentina,Buenos Aires,-36.89384,-60.32319,89721
Palermo,Argentina,Buenos Aires F.D.,-34.58856,-58.43053,249016
Palpalá,Argentina,Jujuy,-24.25798,-65.21358,48199
Paraná,Argentina,Entre Rios,-31.73271,-60.52897,247139
Paso de los Libres,Argentina,Corrientes,-29.71251,-57.08771,43805
Pehuajó,Argentina,Buenos Aires,-35.81081,-61.89897,36507
Perdriel,Argentina,Mendoza,-33.0749,-68.8884,19321
Pergamino,Argentina,Buenos Aires,-33.89101,-60.57462,91399
Pichanal,Argentina,Salta,-23.31644,-64.21826,28017
Pico Truncado,Argentina,Santa Cruz,-46.79942,-67.95785,25194
Pigüé,Argentina,Buenos Aires,-37.60255,-62.40836,15905
Pilar,Argentina,Buenos Aires,-34.45867,-58.91398,81120
Pilar,Argentina,Cordoba,-31.68129,-63.8824,18455
Pinamar,Argentina,Buenos Aires,-37.11108,-56.86523,39218
Pirané,Argentina,Formosa,-25.73271,-59.10989,19124
Plottier,Argentina,Neuquen,-38.96667,-68.23333,52291
Pocito,Argentina,San Juan,-31.68333,-68.58333,40969
Pontevedra,Argentina,Buenos Aires,-34.74947,-58.70158,33515
Posadas,Argentina,Misiones,-27.39184,-55.92379,305874
Presidencia Roque Sáenz Peña,Argentina,Chaco,-26.79095,-60.44132,81879
Profesor Salvador Mazza,Argentina,Salta,-22.04897,-63.69075,25328
Puerto Deseado,Argentina,Santa Cruz,-47.75131,-65.89674,16747
Puerto Esperanza,Argentina,Misiones,-26.02267,-54.61356,15579
Puerto Iguazú,Argentina,Misiones,-25.59912,-54.57355,32038
Puerto Madryn,Argentina,Chubut,-42.76848,-65.03827,64555
Puerto Rico,Argentina,Misiones,-26.8089,-55.02147,17491
Punta Alta,Argentina,Buenos Aires,-38.8805,-62.07503,64244
Pérez,Argentina,Santa Fe,-32.99835,-60.76791,24436
Quilmes,Argentina,Buenos Aires,-34.72065,-58.25454,262379
Quitilipi,Argentina,Chaco,-26.8708,-60.21537,32083
Rafaela,Argentina,Santa Fe,-31.25285,-61.49078,88713
Ramallo,Argentina,Buenos Aires,-33.48508,-60.00629,29964
Rawson,Argentina,Chubut,-43.30031,-65.10564,26335
Rawson,Argentina,San Juan,-31.58189,-68.54211,130258
Reconquista,Argentina,Santa Fe,-29.15,-59.65,90184
Remedios de Escalada de San Martín,Argentina,Buenos Aires,-34.72589,-58.39663,81465
Resistencia,Argentina,Chaco,-27.46363,-58.98665,290793
Retiro,Argentina,Buenos Aires F.D.,-34.58333,-58.38333,38635
Rivadavia,Argentina,Mendoza,-33.19097,-68.4622,34830
Rodeo del Medio,Argentina,Mendoza,-32.99487,-68.68597,18574
Rojas,Argentina,Buenos Aires,-34.19774,-60.7337,22106
Rosario,Argentina,Santa Fe,-32.94682,-60.63932,948312
Rosario de Lerma,Argentina,Salta,-24.98583,-65.5784,26086
Rosario de la Frontera,Argentina,Salta,-25.79856,-64.97386,29336
Rufino,Argentina,Santa Fe,-34.26237,-62.71128,18361
Río Ceballos,Argentina,Cordoba,-31.1697,-64.3175,16632
Río Colorado,Argentina,Rio Negro,-38.99081,-64.09574,16132
Río Cuarto,Argentina,Cordoba,-33.13044,-64.35272,157010
Río Gallegos,Argentina,Santa Cruz,-51.6253,-69.25229,95796
Río Grande,Argentina,Tierra del Fuego,-53.78773,-67.70975,52681
Río Segundo,Argentina,Cordoba,-31.6501,-63.91165,22171
Río Tercero,Argentina,Cordoba,-32.17675,-64.11295,53389
Saladas,Argentina,Corrientes,-28.25504,-58.62386,18349
Saladillo,Argentina,Buenos Aires,-35.63884,-59.77938,30378
Salta,Argentina,Salta,-24.80645,-65.41999,520683
Salto,Argentina,Buenos Aires,-34.29175,-60.2545,34034
San Antonio Oeste,Argentina,Rio Negro,-40.73193,-64.94769,16966
San Antonio de Areco,Argentina,Buenos Aires,-34.25083,-59.46944,22909
San Antonio de Padua,Argentina,Buenos Aires,-34.66267,-58.69819,37745
San Carlos de Bariloche,Argentina,Rio Negro,-41.14557,-71.30822,95394
San Carlos de Bolívar,Argentina,Buenos Aires,-36.23071,-61.1157,31618
San Francisco,Argentina,Cordoba,-31.42497,-62.08404,59062
San Isidro,Argentina,Buenos Aires,-34.46971,-58.52111,45190
San Isidro,Argentina,Catamarca,-28.45775,-65.72498,31972
San Javier,Argentina,Santa Fe,-30.58072,-59.92962,15606
San Jorge,Argentina,Santa Fe,-31.89706,-61.85993,16873
San José de Metán,Argentina,Salta,-25.49711,-64.97106,34601
San José de los Cerrillos,Argentina,Salta,-24.89715,-65.48445,37950
San Juan,Argentina,San Juan,-31.53726,-68.52568,109123
San Justo,Argentina,Buenos Aires,-34.68107,-58.56379,105274
San Justo,Argentina,Santa Fe,-30.78991,-60.59276,21809
San Lorenzo,Argentina,Corrientes,-28.13442,-58.76685,47626
San Lorenzo,Argentina,Salta,-24.73623,-65.48727,31589
San Luis,Argentina,San Luis,-33.2914,-66.32467,169947
San Luis del Palmar,Argentina,Corrientes,-27.50766,-58.55625,15347
San Martín,Argentina,Mendoza,-33.08338,-68.47312,82549
San Martín de los Andes,Argentina,Neuquen,-40.15789,-71.35337,23519
San Miguel,Argentina,Buenos Aires,-34.54335,-58.71229,168762
San Miguel de Tucumán,Argentina,Tucuman,-26.81601,-65.21051,548866
San Miguel del Monte,Argentina,Buenos Aires,-35.43922,-58.80741,21794
San Nicolás de los Arroyos,Argentina,Buenos Aires,-33.33425,-60.2108,134217
San Pedro,Argentina,Buenos Aires,-33.67918,-59.66633,47452
San Pedro,Argentina,Misiones,-26.6218,-54.10902,23736
San Pedro de Jujuy,Argentina,Jujuy,-24.23127,-64.86614,58430
San Rafael,Argentina,Mendoza,-34.61531,-68.33238,118009
San Ramón de la Nueva Orán,Argentina,Salta,-23.13705,-64.32426,86867
San Salvador de Jujuy,Argentina,Jujuy,-24.1928,-65.29342,257970
San Vicente,Argentina,Buenos Aires,-35.0249,-58.42409,90021
San Vicente,Argentina,Misiones,-26.61667,-54.13333,38247
San Vicente,Argentina,Misiones,-26.99627,-54.47697,29231
Santa Clara del Mar,Argentina,Buenos Aires,-37.83438,-57.50749,16629
Santa Elena,Argentina,Entre Rios,-30.94432,-59.78832,18410
Santa Fe,Argentina,Santa Fe,-31.64881,-60.70868,391164
Santa Lucía,Argentina,San Juan,-31.54055,-68.49794,62697
Santa María,Argentina,Catamarca,-26.69456,-66.04805,16545
Santa Rosa,Argentina,La Pampa,-36.61617,-64.28991,102860
Santa Rosa,Argentina,Salta,-23.39432,-64.42509,17785
Santa Teresita,Argentina,Buenos Aires,-36.54059,-56.69294,15213
Santiago del Estero,Argentina,Santiago del Estero,-27.80047,-64.26285,252192
Santo Tomé,Argentina,Corrientes,-28.55104,-56.04125,22634
Santo Tomé,Argentina,Santa Fe,-31.66274,-60.7653,59072
Santos Lugares,Argentina,Buenos Aires,-34.60306,-58.54074,37267
Sarandí,Argentina,Buenos Aires,-34.68161,-58.34639,60752
Sunchales,Argentina,Santa Fe,-30.94478,-61.5597,18757
Tafí Viejo,Argentina,Tucuman,-26.7333,-65.26146,48459
Tandil,Argentina,Buenos Aires,-37.3287,-59.1369,115877
Tartagal,Argentina,Salta,-22.51682,-63.8056,60819
Termas de Río Hondo,Argentina,Santiago del Estero,-27.49362,-64.85972,27838
Tigre,Argentina,Buenos Aires,-34.42603,-58.57962,31106
Toay,Argentina,La Pampa,-36.6739,-64.37979,17151
Tortuguitas,Argentina,Buenos Aires,-34.47513,-58.75367,41390
Tostado,Argentina,Santa Fe,-29.23269,-61.76869,16448
Trelew,Argentina,Chubut,-43.24895,-65.30505,97915
Trenque Lauquen,Argentina,Buenos Aires,-35.97334,-62.73275,39975
Tres Arroyos,Argentina,Buenos Aires,-38.37694,-60.27563,52199
Tres Isletas,Argentina,Chaco,-26.34067,-60.43207,24747
Tristán Suárez,Argentina,Buenos Aires,-34.88982,-58.56761,27746
Tunuyán,Argentina,Mendoza,-33.58125,-69.01537,38367
Tupungato,Argentina,Mendoza,-33.36926,-69.14781,16893
Unquillo,Argentina,Cordoba,-31.23717,-64.31176,15369
Ushuaia,Argentina,Tierra del Fuego,-54.81084,-68.31591,56825
Valentín Alsina,Argentina,Buenos Aires,-34.67137,-58.40904,41155
Veinticinco de Mayo,Argentina,Buenos Aires,-35.43247,-60.17156,23814
Venado Tuerto,Argentina,Santa Fe,-33.74585,-61.96711,72340
Vera,Argentina,Santa Fe,-29.45986,-60.21315,19797
Victoria,Argentina,Entre Rios,-32.61841,-60.15478,25139
Viedma,Argentina,Rio Negro,-40.81519,-63.0004,48940
Villa Allende,Argentina,Cordoba,-31.29368,-64.2977,21683
Villa Carlos Paz,Argentina,Cordoba,-31.4183,-64.49008,69451
Villa Constitución,Argentina,Santa Fe,-33.22795,-60.32994,44271
Villa Dolores,Argentina,Cordoba,-31.94504,-65.19025,28009
Villa General San Martín,Argentina,San Juan,-31.43963,-68.5205,29789
Villa Gesell,Argentina,Buenos Aires,-37.26394,-56.97304,23257
Villa Lugano,Argentina,Buenos Aires F.D.,-34.67907,-58.47263,114000
Villa María,Argentina,Cordoba,-32.40751,-63.24016,92453
Villa Mercedes,Argentina,San Luis,-33.67571,-65.45783,96781
Villa Nueva,Argentina,Cordoba,-32.43289,-63.24811,25961
Villa Ocampo,Argentina,Santa Fe,-28.48726,-59.35421,19101
Villa Ortúzar,Argentina,Buenos Aires F.D.,-34.57973,-58.46829,22500
Villa Paula de Sarmiento,Argentina,San Juan,-31.4933,-68.53838,19092
Villa Regina,Argentina,Rio Negro,-39.09631,-67.08374,31209
Villa Santa Rita,Argentina,Buenos Aires F.D.,-34.61082,-58.481,34000
Villa Sarmiento,Argentina,Buenos Aires,-34.63364,-58.57047,17481
Villa de Mayo,Argentina,Buenos Aires,-34.5108,-58.68059,43405
Villa del Rosario,Argentina,Cordoba,-31.55416,-63.53562,17496
Villa Ángela,Argentina,Chaco,-27.57679,-60.71114,43511
